"('mid',)","('ordering',)","('pid',)","('category',)","('job',)"
tt0095765,7,nm0188053,producer,producer
tt0095765,8,nm0738603,producer,producer
tt0095765,9,nm0001553,composer,
tt0095953,10,nm0005868,cinematographer,director of photography
tt0095953,1,nm0000163,actor,
tt0095953,2,nm0000129,actor,
tt0095953,3,nm0000420,actress,
tt0095953,4,nm0596520,actor,
tt0095953,5,nm0001469,director,
tt0095953,6,nm0607454,writer,story
tt0095953,7,nm0060103,writer,screenplay
tt0095953,8,nm0425741,producer,producer
tt0095953,9,nm0001877,composer,
tt0095956,10,nm0822285,cinematographer,director of photography
tt0095956,1,nm0000230,actor,
tt0095956,2,nm0001077,actor,
tt0095956,3,nm0209030,actor,
tt0095956,4,nm0001748,actor,
tt0095956,5,nm0003423,director,
tt0095956,6,nm0606251,writer,characters
tt0095956,7,nm0504802,writer,written by
tt0095956,8,nm0270809,producer,producer
tt0095956,9,nm0000025,composer,
tt0096256,10,nm0415445,editor,
tt0096256,1,nm0684929,actor,
tt0096256,2,nm0202966,actor,
tt0096256,3,nm0001236,actress,
tt0096256,4,nm0002668,actor,
tt0096256,5,nm0000118,director,
tt0096256,6,nm0625688,writer,"short story ""Eight O'Clock in the Morning"""
tt0096256,7,nm0290581,producer,producer
tt0096256,8,nm0397697,composer,
tt0096256,9,nm0452123,cinematographer,director of photography
tt0096283,10,nm0794174,cinematographer,
tt0096283,1,nm0847054,actor,
tt0096283,2,nm0383022,actress,
tt0096283,3,nm0757076,actress,
tt0096283,4,nm0411790,actor,
tt0096283,5,nm0594503,director,
tt0096283,6,nm0361701,producer,producer
tt0096283,7,nm1566098,producer,producer
tt0096283,8,nm0386749,composer,
tt0096283,9,nm1147210,cinematographer,
tt0096320,10,nm0000016,composer,
tt0096320,1,nm0000216,actor,
tt0096320,2,nm0000362,actor,
tt0096320,3,nm0000593,actress,
tt0096320,4,nm0916050,actress,
tt0096320,5,nm0718645,director,
tt0096320,6,nm0204030,writer,written by
tt0096320,7,nm0651758,writer,written by
tt0096320,8,nm0365390,writer,written by
tt0096320,9,nm0918339,writer,written by
tt0096438,10,nm5927608,writer,"character: Huey, Dewey, and Louie Duck"
tt0096438,1,nm0001364,actor,
tt0096438,2,nm0000502,actor,
tt0096438,3,nm0001026,actress,
tt0096438,4,nm0281486,actor,
tt0096438,5,nm0000709,director,
tt0096438,6,nm0937757,writer,"novel ""Who Censored Roger Rabbit?"""
tt0096438,7,nm0696949,writer,screenplay
tt0096438,8,nm0780620,writer,screenplay
tt0096438,9,nm5927607,writer,"character: Huey, Dewey, and Louie Duck"
tt0096446,10,nm0000939,cinematographer,director of photography
tt0096446,1,nm0000174,actor,
tt0096446,2,nm0000695,actress,
tt0096446,3,nm0001116,actor,
tt0096446,4,nm0550577,actress,
tt0096446,5,nm0000165,director,
tt0096446,6,nm0000184,writer,story by
tt0096446,7,nm0231190,writer,screenplay by
tt0096446,8,nm0941214,producer,producer
tt0096446,9,nm0000035,composer,
tt0096754,10,nm0119322,editor,
tt0096754,1,nm0000438,actor,
tt0096754,2,nm0001512,actress,
tt0096754,3,nm0000299,actor,
tt0096754,4,nm0122238,actor,
tt0096754,5,nm0000116,director,
tt0096754,6,nm0005036,producer,producer
tt0096754,7,nm0512746,producer,producer
tt0096754,8,nm0006293,composer,
tt0096754,9,nm0004121,cinematographer,
tt0096874,10,nm0004637,editor,
tt0096874,1,nm0000150,actor,
tt0096874,2,nm0000502,actor,
tt0096874,3,nm0000670,actress,
tt0096874,4,nm0001855,actor,
tt0096874,5,nm0000709,director,
tt0096874,6,nm0301826,writer,characters
tt0096874,7,nm0134635,producer,producer
tt0096874,8,nm0006293,composer,
tt0096874,9,nm0005678,cinematographer,director of photography
tt0096895,10,nm0005307,producer,producer
tt0096895,1,nm0000474,actor,
tt0096895,2,nm0000197,actor,
tt0096895,3,nm0000107,actress,
tt0096895,4,nm0943237,actor,
tt0096895,5,nm0000318,director,
tt0096895,6,nm0004170,writer,Batman characters
tt0096895,7,nm0358334,writer,story
tt0096895,8,nm0803730,writer,screenplay
tt0096895,9,nm0345542,producer,producer
tt0096928,10,nm0812373,producer,producer
tt0096928,1,nm0000206,actor,
tt0096928,2,nm0935664,actor,
tt0096928,3,nm0137506,actor,
tt0096928,4,nm0131811,actor,
tt0096928,5,nm0378893,director,
tt0096928,6,nm0558533,writer,written by
tt0096928,7,nm0004412,writer,written by
tt0096928,8,nm0472256,producer,producer
tt0096928,9,nm0003864,producer,producer
tt0096969,10,nm0107463,editor,
tt0096969,1,nm0000129,actor,
tt0096969,2,nm0488267,actor,
tt0096969,3,nm0000855,actor,
tt0096969,4,nm0442512,actress,
tt0096969,5,nm0000231,director,
tt0096969,6,nm0468407,writer,book
tt0096969,7,nm0457715,producer,producer
tt0096969,8,nm0002354,composer,
tt0096969,9,nm0724744,cinematographer,director of photography
tt0097165,10,nm0003574,composer,
tt0097165,1,nm0000245,actor,
tt0097165,2,nm0000494,actor,
tt0097165,3,nm0000160,actor,
tt0097165,4,nm0001038,actor,
tt0097165,5,nm0001837,director,
tt0097165,6,nm0776114,writer,written by
tt0097165,7,nm0353187,producer,producer
tt0097165,8,nm0432625,producer,producer
tt0097165,9,nm0859597,producer,producer
tt0097239,10,nm0416824,cinematographer,director of photography
tt0097239,1,nm0000151,actor,
tt0097239,2,nm0001788,actress,
tt0097239,3,nm0000101,actor,
tt0097239,4,nm0526985,actress,
tt0097239,5,nm0000915,director,
tt0097239,6,nm0880261,writer,screenplay
tt0097239,7,nm0005572,producer,producer
tt0097239,8,nm0005573,producer,producer
tt0097239,9,nm0001877,composer,
tt0097351,10,nm0511979,cinematographer,director of photography
tt0097351,1,nm0000126,actor,
tt0097351,2,nm0000469,actor,
tt0097351,3,nm0000501,actor,
tt0097351,4,nm0001496,actress,
tt0097351,5,nm0004675,director,
tt0097351,6,nm0455875,writer,"book ""Shoeless Joe"""
tt0097351,7,nm0330077,producer,producer
tt0097351,8,nm0330383,producer,producer
tt0097351,9,nm0000035,composer,
tt0097428,10,nm0919514,production_designer,
tt0097428,1,nm0000195,actor,
tt0097428,2,nm0000101,actor,
tt0097428,3,nm0000244,actress,
tt0097428,4,nm0000601,actor,
tt0097428,5,nm0718645,director,
tt0097428,6,nm0006055,composer,
tt0097428,7,nm0152469,cinematographer,director of photography
tt0097428,8,nm0131333,editor,
tt0097428,9,nm0434922,editor,
tt0097441,10,nm0276238,producer,producer
tt0097441,1,nm0000111,actor,
tt0097441,2,nm0000243,actor,
tt0097441,3,nm0000144,actor,
tt0097441,4,nm0000151,actor,
tt0097441,5,nm0001880,director,
tt0097441,6,nm0418883,writer,screenplay
tt0097441,7,nm0457016,writer,"book ""Lay This Laurel"""
tt0097441,8,nm0120837,writer,"book ""One Gallant Rush"""
tt0097441,9,nm0789946,writer,letters
tt0097523,10,nm0277896,producer,producer
tt0097523,1,nm0001548,actor,
tt0097523,2,nm0001242,actor,
tt0097523,3,nm0833519,actress,
tt0097523,4,nm0840133,actress,
tt0097523,5,nm0002653,director,
tt0097523,6,nm0002340,writer,story
tt0097523,7,nm0951206,writer,story
tt0097523,8,nm0619547,writer,story
tt0097523,9,nm0776114,writer,screenplay
tt0097576,10,nm0915226,producer,producer
tt0097576,1,nm0000148,actor,
tt0097576,2,nm0000125,actor,
tt0097576,3,nm0233145,actress,
tt0097576,4,nm0001186,actor,
tt0097576,5,nm0000229,director,
tt0097576,6,nm0090151,writer,screenplay
tt0097576,7,nm0000184,writer,story
tt0097576,8,nm0583675,writer,story
tt0097576,9,nm0442241,writer,characters
tt0097733,10,nm0002008,composer,
tt0097733,1,nm0000154,actor,
tt0097733,2,nm0000418,actor,
tt0097733,3,nm0000582,actor,
tt0097733,4,nm0000475,actress,
tt0097733,5,nm0001149,director,
tt0097733,6,nm0090151,writer,screenplay
tt0097733,7,nm0000948,writer,story
tt0097733,8,nm0614775,writer,story
tt0097733,9,nm0005428,producer,producer
tt0097742,10,nm0004383,composer,
tt0097742,1,nm0001096,actor,
tt0097742,2,nm0001108,actor,
tt0097742,3,nm0000508,actress,
tt0097742,4,nm0000650,actress,
tt0097742,5,nm0322515,director,
tt0097742,6,nm0933865,writer,written by
tt0097742,7,nm0537363,writer,written by
tt0097742,8,nm0001220,writer,characters
tt0097742,9,nm0110482,producer,producer
tt0097757,10,nm3071117,writer,additional dialogue
tt0097757,1,nm0072533,actress,
tt0097757,2,nm0942787,actor,
tt0097757,3,nm0041281,actor,
tt0097757,4,nm0055549,actor,
tt0097757,5,nm0166256,director,
tt0097757,6,nm0615780,director,
tt0097757,7,nm0026153,writer,based on the fairy tale by
tt0097757,8,nm0039141,writer,additional dialogue
tt0097757,9,nm0334057,writer,additional dialogue
tt0097814,10,nm0786707,editor,
tt0097814,1,nm0000379,actress,
tt0097814,2,nm0847439,actress,
tt0097814,3,nm0757290,actress,
tt0097814,4,nm0945322,actor,
tt0097814,5,nm0594503,director,
tt0097814,6,nm0434395,writer,novel
tt0097814,7,nm0774749,producer,executive producer
tt0097814,8,nm0386749,composer,
tt0097814,9,nm0837204,cinematographer,
tt0097958,10,nm0338513,editor,
tt0097958,1,nm0000331,actor,
tt0097958,2,nm0000350,actress,
tt0097958,3,nm0000496,actress,
tt0097958,4,nm0301959,actor,
tt0097958,5,nm0154819,director,
tt0097958,6,nm0000455,writer,written by
tt0097958,7,nm0414930,producer,producer
tt0097958,8,nm0000823,composer,
tt0097958,9,nm0005630,cinematographer,director of photography
tt0098084,10,nm0360067,editor,
tt0098084,1,nm0001535,actor,
tt0098084,2,nm0000344,actress,
tt0098084,3,nm0001304,actor,
tt0098084,4,nm0339159,actor,
tt0098084,5,nm0005116,director,
tt0098084,6,nm0000175,writer,novel
tt0098084,7,nm0748283,producer,producer
tt0098084,8,nm0006106,composer,
tt0098084,9,nm0806003,cinematographer,director of photography
tt0098439,10,nm0266536,composer,
tt0098439,1,nm0000230,actor,
tt0098439,2,nm0000621,actor,
tt0098439,3,nm0000159,actress,
tt0098439,4,nm0001588,actor,
tt0098439,5,nm0464846,director,
tt0098439,6,nm0536299,director,
tt0098439,7,nm0271098,writer,written by
tt0098439,8,nm0345542,producer,producer
tt0098439,9,nm0005307,producer,producer
tt0098635,10,nm0615788,production_designer,
tt0098635,1,nm0000345,actor,
tt0098635,2,nm0000212,actress,
tt0098635,3,nm0000402,actress,
tt0098635,4,nm0456124,actor,
tt0098635,5,nm0001661,director,
tt0098635,6,nm0001188,writer,written by
tt0098635,7,nm0770650,producer,producer
tt0098635,8,nm0001756,cinematographer,director of photography
tt0098635,9,nm0500371,editor,
tt0099077,10,nm0005271,composer,
tt0099077,1,nm0000134,actor,
tt0099077,2,nm0000245,actor,
tt0099077,3,nm0001413,actress,
tt0099077,4,nm0625724,actress,
tt0099077,5,nm0001508,director,
tt0099077,6,nm0755312,writer,book
tt0099077,7,nm0001873,writer,screenplay
tt0099077,8,nm0489623,producer,producer
tt0099077,9,nm0662748,producer,producer
tt0099088,10,nm0004637,editor,
tt0099088,1,nm0000150,actor,
tt0099088,2,nm0000502,actor,
tt0099088,3,nm0005460,actress,
tt0099088,4,nm0001855,actor,
tt0099088,5,nm0000709,director,
tt0099088,6,nm0301826,writer,characters
tt0099088,7,nm0134635,producer,producer
tt0099088,8,nm0006293,composer,
tt0099088,9,nm0005678,cinematographer,director of photography
tt0099348,10,nm0556067,editor,
tt0099348,1,nm0000126,actor,
tt0099348,2,nm0001521,actress,
tt0099348,3,nm0001295,actor,
tt0099348,4,nm0002110,actor,
tt0099348,5,nm0086658,writer,screenplay by
tt0099348,6,nm0933604,producer,producer
tt0099348,7,nm0000290,composer,
tt0099348,8,nm0005871,cinematographer,director of photography
tt0099348,9,nm0398343,editor,
tt0099423,10,nm0330077,producer,producer
tt0099423,1,nm0000246,actor,
tt0099423,2,nm0040472,actor,
tt0099423,3,nm0000889,actress,
tt0099423,4,nm0001817,actor,
tt0099423,5,nm0001317,director,
tt0099423,6,nm0211823,writer,screenplay by
tt0099423,7,nm0724514,writer,screenplay by
tt0099423,8,nm0905709,writer,"based upon the novel ""58 Minutes"" by"
tt0099423,9,nm0861636,writer,certain original characters by
tt0099487,10,nm0357023,editor,
tt0099487,1,nm0000136,actor,
tt0099487,2,nm0000213,actress,
tt0099487,3,nm0001848,actress,
tt0099487,4,nm0001309,actor,
tt0099487,5,nm0000318,director,
tt0099487,6,nm0003031,writer,story
tt0099487,7,nm0224145,producer,producer
tt0099487,8,nm0000384,composer,
tt0099487,9,nm0194356,cinematographer,director of photography
tt0099653,10,nm0004555,editor,
tt0099653,1,nm0000664,actor,
tt0099653,2,nm0000193,actress,
tt0099653,3,nm0000155,actress,
tt0099653,4,nm0001282,actor,
tt0099653,5,nm0958387,director,
tt0099653,6,nm0748022,writer,written by
tt0099653,7,nm0918456,producer,producer
tt0099653,8,nm0003574,composer,
tt0099653,9,nm0004229,cinematographer,director of photography
tt0099674,10,nm0539794,editor,
tt0099674,1,nm0000199,actor,
tt0099674,2,nm0000473,actress,
tt0099674,3,nm0000412,actor,
tt0099674,4,nm0001735,actress,
tt0099674,5,nm0000338,director,
tt0099674,6,nm0701374,writer,written by
tt0099674,7,nm0178874,composer,
tt0099674,8,nm0932336,cinematographer,director of photography
tt0099674,9,nm0296636,editor,
tt0099685,10,nm0774817,editor,film editor
tt0099685,1,nm0000134,actor,
tt0099685,2,nm0000501,actor,
tt0099685,3,nm0000582,actor,
tt0099685,4,nm0000966,actress,
tt0099685,5,nm0000217,director,
tt0099685,6,nm0683380,writer,"book ""Wiseguy"""
tt0099685,7,nm0005563,producer,producer
tt0099685,8,nm0000841,cinematographer,director of photography
tt0099685,9,nm0477158,editor,film editor
tt0099700,10,nm0000025,composer,
tt0099700,1,nm0002090,actor,
tt0099700,2,nm0000121,actress,
tt0099700,3,nm0005177,actor,
tt0099700,4,nm0709704,actor,
tt0099700,5,nm0001102,director,
tt0099700,6,nm0005062,director,
tt0099700,7,nm0351919,writer,written by
tt0099700,8,nm0001060,writer,based on characters created by
tt0099700,9,nm0278228,producer,producer
tt0099785,10,nm0616141,production_designer,
tt0099785,1,nm0000346,actor,
tt0099785,2,nm0000582,actor,
tt0099785,3,nm0827663,actor,
tt0099785,4,nm0001334,actor,
tt0099785,5,nm0001060,director,
tt0099785,6,nm0000455,writer,written by
tt0099785,7,nm0002354,composer,
tt0099785,8,nm0531310,cinematographer,director of photography
tt0099785,9,nm0331532,editor,
tt0099810,10,nm0626883,producer,producer
tt0099810,1,nm0000125,actor,
tt0099810,2,nm0000285,actor,
tt0099810,3,nm0001277,actor,
tt0099810,4,nm0000554,actor,
tt0099810,5,nm0001532,director,
tt0099810,6,nm0002007,writer,based on the novel by
tt0099810,7,nm0272511,writer,screenplay by
tt0099810,8,nm0829329,writer,screenplay by
tt0099810,9,nm0787072,writer,screenplay
tt0099871,10,nm0738196,editor,
tt0099871,1,nm0000209,actor,
tt0099871,2,nm0001615,actress,
tt0099871,3,nm0000732,actor,
tt0099871,4,nm0002023,actor,
tt0099871,5,nm0001490,director,
tt0099871,6,nm0748022,writer,written by
tt0099871,7,nm0550728,producer,producer
tt0099871,8,nm0003574,composer,
tt0099871,9,nm0453808,cinematographer,director of photography
tt0099938,10,nm0006055,composer,
tt0099938,1,nm0000216,actor,
tt0099938,2,nm0000542,actress,
tt0099938,3,nm0715622,actress,
tt0099938,4,nm0001373,actress,
tt0099938,5,nm0718645,director,
tt0099938,6,nm0758010,writer,story
tt0099938,7,nm0918339,writer,screenplay
tt0099938,8,nm0365390,writer,screenplay
tt0099938,9,nm0004976,producer,producer
tt0100150,10,nm0588998,editor,
tt0100150,1,nm0000321,actor,
tt0100150,2,nm0001215,actor,
tt0100150,3,nm0001806,actor,
tt0100150,4,nm0001315,actress,
tt0100150,5,nm0001054,director,
tt0100150,6,nm0001053,director,
tt0100150,7,nm0358591,writer,"novels ""Red Harvest"" and ""Glass Key"""
tt0100150,8,nm0001980,composer,
tt0100150,9,nm0001756,cinematographer,director of photography
tt0100157,10,nm0001756,cinematographer,director of photography
tt0100157,1,nm0001001,actor,
tt0100157,2,nm0000870,actress,
tt0100157,3,nm0002070,actor,
tt0100157,4,nm0827973,actress,
tt0100157,5,nm0001661,director,
tt0100157,6,nm0000175,writer,"novel ""Misery"""
tt0100157,7,nm0001279,writer,screenplay
tt0100157,8,nm0770650,producer,producer
tt0100157,9,nm0003299,composer,
tt0100403,10,nm0005428,producer,producer
tt0100403,1,nm0000418,actor,
tt0100403,2,nm0000997,actor,
tt0100403,3,nm0001310,actor,
tt0100403,4,nm0001952,actor,
tt0100403,5,nm0394280,director,
tt0100403,6,nm0859029,writer,characters
tt0100403,7,nm0859049,writer,characters
tt0100403,8,nm0204862,producer,producer
tt0100403,9,nm0330383,producer,producer
tt0100405,10,nm0591665,cinematographer,
tt0100405,1,nm0000152,actor,
tt0100405,2,nm0000210,actress,
tt0100405,3,nm0004517,actor,
tt0100405,4,nm0000624,actress,
tt0100405,5,nm0005190,director,
tt0100405,6,nm0493369,writer,written by
tt0100405,7,nm0586969,producer,producer
tt0100405,8,nm0720715,producer,producer
tt0100405,9,nm0006133,composer,
tt0100507,10,nm0274729,editor,
tt0100507,1,nm0000230,actor,
tt0100507,2,nm0001735,actress,
tt0100507,3,nm0949350,actor,
tt0100507,4,nm0821739,actor,
tt0100507,5,nm0000814,director,
tt0100507,6,nm0153590,producer,producer
tt0100507,7,nm0005563,producer,producer
tt0100507,8,nm0006015,composer,
tt0100507,9,nm0692925,cinematographer,director of photography
tt0100802,10,nm0325778,writer,screenplay
tt0100802,1,nm0000216,actor,
tt0100802,2,nm0000232,actress,
tt0100802,3,nm0000461,actor,
tt0100802,4,nm0001797,actress,
tt0100802,5,nm0000682,director,
tt0100802,6,nm0001140,writer,"short story ""We Can Remember It For You Wholesale"""
tt0100802,7,nm0795953,writer,screen story
tt0100802,8,nm0639321,writer,screen story
tt0100802,9,nm0693956,writer,screen story
tt0100814,10,nm0114363,editor,
tt0100814,1,nm0000102,actor,
tt0100814,2,nm0911542,actor,
tt0100814,3,nm0141617,actress,
tt0100814,4,nm0343447,actor,
tt0100814,5,nm0881038,director,
tt0100814,6,nm0934093,writer,story
tt0100814,7,nm0534681,writer,story
tt0100814,8,nm0873560,composer,
tt0100814,9,nm0344738,cinematographer,director of photography
tt0101272,10,nm0003299,composer,
tt0101272,1,nm0001378,actress,
tt0101272,2,nm0000471,actor,
tt0101272,3,nm0000502,actor,
tt0101272,4,nm0000445,actor,
tt0101272,5,nm0001756,director,
tt0101272,6,nm0011623,writer,characters
tt0101272,7,nm0003031,writer,written by
tt0101272,8,nm0933733,writer,written by
tt0101272,9,nm0748784,producer,producer
tt0101410,1,nm0001806,actor,
tt0101410,2,nm0000422,actor,
tt0101410,3,nm0001114,actress,
tt0101410,4,nm0503627,actor,
tt0101410,5,nm0001054,director,
tt0101410,6,nm0001053,director,
tt0101410,7,nm0001980,composer,
tt0101410,8,nm0005683,cinematographer,director of photography
tt0101410,9,nm0309357,production_designer,
tt0101414,10,nm0560329,writer,story
tt0101414,1,nm0641314,actress,
tt0101414,2,nm0000913,actor,
tt0101414,3,nm0181425,actor,
tt0101414,4,nm0263591,actor,
tt0101414,5,nm0873779,director,
tt0101414,6,nm0936374,director,
tt0101414,7,nm0941314,writer,animation screenplay by
tt0101414,8,nm0152312,writer,story
tt0101414,9,nm0761498,writer,story
tt0101507,1,nm0000421,actor,
tt0101507,2,nm0000401,actor,
tt0101507,3,nm0015677,actor,
tt0101507,4,nm0042998,actor,
tt0101507,5,nm0005436,director,
tt0101507,6,nm0630222,producer,producer
tt0101507,7,nm0006010,composer,
tt0101507,8,nm0589941,cinematographer,director of photography
tt0101507,9,nm0134164,editor,
tt0101540,10,nm0005711,cinematographer,director of photography
tt0101540,1,nm0000134,actor,
tt0101540,2,nm0000560,actor,
tt0101540,3,nm0001448,actress,
tt0101540,4,nm0000496,actress,
tt0101540,5,nm0000217,director,
tt0101540,6,nm0531792,writer,"novel ""The Executioners"""
tt0101540,7,nm0916139,writer,earlier screenplay
tt0101540,8,nm0834338,writer,screenplay
tt0101540,9,nm0208381,producer,producer
tt0102057,10,nm0005086,producer,producer
tt0102057,1,nm0000163,actor,
tt0102057,2,nm0000245,actor,
tt0102057,3,nm0000210,actress,
tt0102057,4,nm0001364,actor,
tt0102057,5,nm0000229,director,
tt0102057,6,nm0057381,writer,books
tt0102057,7,nm0366337,writer,screen story
tt0102057,8,nm0145309,writer,screen story
tt0102057,9,nm0549369,writer,screenplay
tt0102059,10,nm0475957,editor,
tt0102059,1,nm0000221,actor,
tt0102059,2,nm0000144,actor,
tt0102059,3,nm0000420,actress,
tt0102059,4,nm0000978,actor,
tt0102059,5,nm0000720,director,
