"('mid',)","('ordering',)","('pid',)","('category',)","('job',)"
tt1077368,2,nm0000201,actress,
tt1077368,3,nm1200692,actress,
tt1077368,4,nm0000307,actress,
tt1077368,5,nm0000318,director,
tt1077368,6,nm0334381,writer,screenplay
tt1077368,7,nm0041864,writer,story
tt1077368,8,nm0193303,writer,television series
tt1077368,9,nm0218259,producer,producer
tt1078912,10,nm0006293,composer,
tt1078912,1,nm0001774,actor,
tt1078912,2,nm0005562,actor,
tt1078912,3,nm0010736,actress,
tt1078912,4,nm0000279,actor,
tt1078912,5,nm0506613,director,
tt1078912,6,nm0304830,writer,written by
tt1078912,7,nm0502073,writer,written by
tt1078912,8,nm0055431,producer,producer
tt1078912,9,nm0001060,producer,producer
tt1078940,10,nm0495603,editor,
tt1078940,1,nm0000681,actor,
tt1078940,2,nm0015196,actress,
tt1078940,3,nm0269463,actor,
tt1078940,4,nm0000867,actor,
tt1078940,5,nm0082526,director,
tt1078940,6,nm1401416,writer,written by
tt1078940,7,nm0835959,producer,producer
tt1078940,8,nm0006246,composer,
tt1078940,9,nm0004090,cinematographer,director of photography
tt1080016,10,nm3229505,writer,screenplay by
tt1080016,1,nm0005380,actor,
tt1080016,2,nm0000491,actor,
tt1080016,3,nm0001459,actor,
tt1080016,4,nm1148186,actress,
tt1080016,5,nm0757858,director,
tt1080016,6,nm0862211,director,co-director
tt1080016,7,nm0073850,writer,screenplay by
tt1080016,8,nm0010004,writer,screenplay by
tt1080016,9,nm0718514,writer,screenplay by
tt10838180,10,nm0574625,producer,producer
tt10838180,1,nm0000206,actor,
tt10838180,2,nm0005251,actress,
tt10838180,3,nm5584344,actor,
tt10838180,4,nm2676147,actor,
tt10838180,5,nm0905154,director,
tt10838180,6,nm3290967,writer,written by
tt10838180,7,nm3097752,writer,written by
tt10838180,8,nm0905152,writer,based on characters created by
tt10838180,9,nm0384294,producer,producer
tt1086772,10,nm0340003,composer,
tt1086772,1,nm0001191,actor,
tt1086772,2,nm0000106,actress,
tt1086772,3,nm1018488,actress,
tt1086772,4,nm0005265,actor,
tt1086772,5,nm0178997,director,
tt1086772,6,nm0578771,writer,written by
tt1086772,7,nm0784771,writer,written by
tt1086772,8,nm0316406,producer,producer
tt1086772,9,nm0440344,producer,producer
tt10872600,10,nm0270559,producer,producer
tt10872600,1,nm4043618,actor,
tt10872600,2,nm3918035,actress,
tt10872600,3,nm1212722,actor,
tt10872600,4,nm8188622,actor,
tt10872600,5,nm1218281,director,
tt10872600,6,nm0571344,writer,written by
tt10872600,7,nm1273099,writer,written by
tt10872600,8,nm0498278,writer,based on the Marvel comic book by
tt10872600,9,nm0228492,writer,based on the Marvel comic book by
tt10888594,10,nm1150796,composer,music composer
tt10888594,1,nm0006795,actor,
tt10888594,2,nm7796669,actress,
tt10888594,3,nm0393535,actor,
tt10888594,4,nm0006763,actor,
tt10888594,5,nm0222150,director,
tt10888594,6,nm1238337,writer,screenplay
tt10888594,7,nm6859370,writer,screenplay
tt10888594,8,nm12214710,producer,producer
tt10888594,9,nm0451326,producer,producer
tt1091191,10,nm0326040,producer,producer
tt1091191,1,nm0000242,actor,
tt1091191,2,nm2018237,actor,
tt1091191,3,nm0386472,actor,
tt1091191,4,nm0004936,actor,
tt1091191,5,nm0000916,director,
tt1091191,6,nm2877226,writer,book
tt1091191,7,nm0732961,writer,book
tt1091191,8,nm2583828,producer,producer
tt1091191,9,nm0256542,producer,producer
tt1091722,10,nm0820987,cinematographer,director of photography
tt1091722,1,nm0251986,actor,
tt1091722,2,nm0829576,actress,
tt1091722,3,nm0005351,actor,
tt1091722,4,nm0771414,actor,
tt1091722,5,nm0609549,director,
tt1091722,6,nm0136904,producer,producer
tt1091722,7,nm0394046,producer,producer
tt1091722,8,nm0454004,producer,producer
tt1091722,9,nm1306785,composer,
tt1092026,10,nm0003394,cinematographer,director of photography
tt1092026,1,nm0670408,actor,
tt1092026,2,nm0296545,actor,
tt1092026,3,nm0736622,actor,
tt1092026,4,nm1904886,actress,
tt1092026,5,nm0609549,director,
tt1092026,6,nm0079677,producer,producer
tt1092026,7,nm0271479,producer,producer
tt1092026,8,nm0661912,producer,producer
tt1092026,9,nm0003417,composer,
tt1099212,10,nm0604878,producer,producer
tt1099212,1,nm0829576,actress,
tt1099212,2,nm1500155,actor,
tt1099212,3,nm0121605,actor,
tt1099212,4,nm1020124,actress,
tt1099212,5,nm0362566,director,
tt1099212,6,nm0742279,writer,screenplay
tt1099212,7,nm2769412,writer,"novel ""Twilight"""
tt1099212,8,nm0324041,producer,producer
tt1099212,9,nm0600838,producer,producer
tt1100089,10,nm0453091,producer,producer
tt1100089,1,nm0136797,actor,
tt1100089,2,nm1475594,actor,
tt1100089,3,nm0749263,actor,
tt1100089,4,nm0000603,actress,
tt1100089,5,nm0587955,director,
tt1100089,6,nm0296861,writer,written by
tt1100089,7,nm0001246,writer,written by
tt1100089,8,nm0106835,producer,producer
tt1100089,9,nm2691892,producer,producer
tt1104001,10,nm0513974,writer,characters
tt1104001,1,nm0000313,actor,
tt1104001,2,nm1330560,actor,
tt1104001,3,nm1312575,actress,
tt1104001,4,nm0000310,actor,
tt1104001,5,nm2676052,director,
tt1104001,6,nm0457736,writer,screenplay
tt1104001,7,nm0395271,writer,screenplay
tt1104001,8,nm0460206,writer,story
tt1104001,9,nm1600872,writer,story
tt11083552,10,nm1088848,producer,producer
tt11083552,1,nm0005458,actor,
tt11083552,2,nm0564697,actor,
tt11083552,3,nm0001326,actor,
tt11083552,4,nm6875258,actor,
tt11083552,5,nm0005363,director,
tt11083552,6,nm0099398,writer,based upon the film 'Le Convoyeur' written by
tt11083552,7,nm0078704,writer,based upon the film 'Le Convoyeur' written by
tt11083552,8,nm6842463,writer,screenplay by
tt11083552,9,nm3044095,writer,screenplay by
tt1109624,10,nm0933377,cinematographer,
tt1109624,1,nm0095017,actor,
tt1109624,2,nm1020089,actress,
tt1109624,3,nm0910278,actress,
tt1109624,4,nm0000980,actor,
tt1109624,5,nm1653753,director,
tt1109624,6,nm0566100,writer,screen story by
tt1109624,7,nm1286491,writer,"""Paddington Bear"" created by"
tt1109624,8,nm0382268,producer,producer
tt1109624,9,nm2943572,composer,
tt1111422,10,nm0005494,producer,producer
tt1111422,1,nm0000243,actor,
tt1111422,2,nm0000237,actor,
tt1111422,3,nm0350079,actor,
tt1111422,4,nm2963873,actor,
tt1111422,5,nm0001716,director,
tt1111422,6,nm0001338,writer,screenplay
tt1111422,7,nm0323945,writer,novel
tt1111422,8,nm0085542,producer,producer
tt1111422,9,nm0089820,producer,producer
tt1114740,10,nm0001191,producer,producer
tt1114740,1,nm0416673,actor,
tt1114740,2,nm1218757,actor,
tt1114740,3,nm1724323,actress,
tt1114740,4,nm2263115,actress,
tt1114740,5,nm0139867,director,
tt1114740,6,nm0048169,writer,written by
tt1114740,7,nm0076444,producer,producer
tt1114740,8,nm0307776,producer,producer
tt1114740,9,nm0316406,producer,producer
tt1119646,10,nm0003394,cinematographer,director of photography
tt1119646,1,nm0302108,actor,
tt1119646,2,nm0177896,actor,
tt1119646,3,nm0058581,actor,
tt1119646,4,nm1159180,actor,
tt1119646,5,nm0680846,director,
tt1119646,6,nm0524190,writer,written by
tt1119646,7,nm0601859,writer,written by
tt1119646,8,nm0325175,producer,producer
tt1119646,9,nm0065100,composer,
tt1120985,10,nm1364232,producer,producer
tt1120985,1,nm0331516,actor,
tt1120985,2,nm0931329,actress,
tt1120985,3,nm0231283,actor,
tt1120985,4,nm3504430,actress,
tt1120985,5,nm0161834,director,
tt1120985,6,nm0193387,writer,written by
tt1120985,7,nm2337556,writer,written by
tt1120985,8,nm1987578,producer,producer
tt1120985,9,nm0650164,producer,producer
tt1121931,10,nm0002999,producer,producer
tt1121931,1,nm0005458,actor,
tt1121931,2,nm0005442,actress,
tt1121931,3,nm0004286,actor,
tt1121931,4,nm0948267,actor,
tt1121931,5,nm0004410,director,
tt1121931,6,nm0962729,director,
tt1121931,7,nm0524342,producer,producer
tt1121931,8,nm0742347,producer,producer
tt1121931,9,nm1270585,producer,producer
tt1124035,10,nm0592537,editor,
tt1124035,1,nm0316079,actor,
tt1124035,2,nm0000123,actor,
tt1124035,3,nm0000450,actor,
tt1124035,4,nm0331516,actor,
tt1124035,5,nm0381416,writer,screenplay
tt1124035,6,nm2802722,writer,screenplay
tt1124035,7,nm1003922,producer,producer
tt1124035,8,nm0006035,composer,
tt1124035,9,nm0003659,cinematographer,director of photography
tt1125849,10,nm0918733,editor,
tt1125849,1,nm0000620,actor,
tt1125849,2,nm0000673,actress,
tt1125849,3,nm0939697,actress,
tt1125849,4,nm0546797,actor,
tt1125849,5,nm0004716,director,
tt1125849,6,nm1557909,writer,written by
tt1125849,7,nm0291542,producer,producer
tt1125849,8,nm0543739,composer,
tt1125849,9,nm0016662,cinematographer,
tt1127180,10,nm0005687,cinematographer,
tt1127180,1,nm0517844,actress,
tt1127180,2,nm0519043,actor,
tt1127180,3,nm0515207,actress,
tt1127180,4,nm0712404,actress,
tt1127180,5,nm0000600,director,
tt1127180,6,nm0706898,writer,written by
tt1127180,7,nm0193344,producer,producer
tt1127180,8,nm0849964,producer,producer
tt1127180,9,nm0002366,composer,
tt11286314,10,nm0181650,editor,
tt11286314,1,nm0000138,actor,
tt11286314,2,nm2225369,actress,
tt11286314,3,nm0000658,actress,
tt11286314,4,nm0000949,actress,
tt11286314,5,nm0570912,director,
tt11286314,6,nm1998503,writer,story by
tt11286314,7,nm0582111,producer,producer
tt11286314,8,nm1615109,composer,
tt11286314,9,nm0761874,cinematographer,director of photography
tt1129442,10,nm0278440,cinematographer,
tt1129442,1,nm0005458,actor,
tt1129442,2,nm0460694,actor,
tt1129442,3,nm3130063,actress,
tt1129442,4,nm0075710,actor,
tt1129442,5,nm0576298,director,
tt1129442,6,nm0000108,writer,written by
tt1129442,7,nm0436543,writer,written by
tt1129442,8,nm0153893,producer,producer
tt1129442,9,nm0720072,composer,
tt1130884,10,nm1103781,producer,producer
tt1130884,1,nm0000138,actor,
tt1130884,2,nm0607865,actress,
tt1130884,3,nm0749263,actor,
tt1130884,4,nm0001426,actor,
tt1130884,5,nm0000217,director,
tt1130884,6,nm0436164,writer,screenplay
tt1130884,7,nm1212331,writer,novel
tt1130884,8,nm1329482,producer,producer
tt1130884,9,nm0005219,producer,producer
tt1131729,10,nm0382781,editor,film editor
tt1131729,1,nm0000450,actor,
tt1131729,2,nm0631490,actor,
tt1131729,3,nm0296545,actor,
tt1131729,4,nm0352905,actor,
tt1131729,5,nm0193485,director,
tt1131729,6,nm0079638,producer,producer
tt1131729,7,nm0079677,producer,producer
tt1131729,8,nm0271479,producer,producer
tt1131729,9,nm0169299,cinematographer,director of photography
tt1131734,10,nm1564659,composer,
tt1131734,1,nm1083271,actress,
tt1131734,2,nm1086543,actress,
tt1131734,3,nm0111013,actor,
tt1131734,4,nm2215447,actor,
tt1131734,5,nm0476201,director,
tt1131734,6,nm1959505,writer,written by
tt1131734,7,nm0239277,producer,producer
tt1131734,8,nm1259504,producer,producer
tt1131734,9,nm0718646,producer,producer
tt1132620,10,nm0343844,composer,
tt1132620,1,nm0638824,actor,
tt1132620,2,nm0636426,actress,
tt1132620,3,nm0297083,actress,
tt1132620,4,nm0256890,actress,
tt1132620,5,nm0649117,director,
tt1132620,6,nm1064048,writer,screenplay
tt1132620,7,nm1065452,writer,screenplay
tt1132620,8,nm2297183,writer,novel
tt1132620,9,nm0836673,producer,producer
tt1132626,10,nm0467977,producer,producer
tt1132626,1,nm0666398,actor,
tt1132626,2,nm0541908,actor,
tt1132626,3,nm0068551,actor,
tt1132626,4,nm0751018,actress,
tt1132626,5,nm0352524,director,
tt1132626,6,nm1733317,writer,screenplay
tt1132626,7,nm1729303,writer,screenplay
tt1132626,8,nm0121117,producer,producer
tt1132626,9,nm0388898,producer,producer
tt1133985,10,nm0209773,producer,producer
tt1133985,1,nm0005351,actor,
tt1133985,2,nm0515116,actress,
tt1133985,3,nm0765597,actor,
tt1133985,4,nm0835016,actor,
tt1133985,5,nm0132709,director,
tt1133985,6,nm0075528,writer,screenplay
tt1133985,7,nm0338169,writer,screenplay
tt1133985,8,nm0973233,writer,screenplay
tt1133985,9,nm0325533,writer,screenplay
tt1135503,10,nm0732364,producer,producer
tt1135503,1,nm0010736,actress,
tt1135503,2,nm0000658,actress,
tt1135503,3,nm0582149,actor,
tt1135503,4,nm0001804,actor,
tt1135503,5,nm0001188,director,
tt1135503,6,nm2823045,writer,"book ""Julie & Julia"""
tt1135503,7,nm0157463,writer,"book ""My Life in France"""
tt1135503,8,nm2954422,writer,"book ""My Life in France"""
tt1135503,9,nm0548257,producer,producer
tt1136608,10,nm1022001,cinematographer,director of photography
tt1136608,1,nm1663205,actor,
tt1136608,2,nm3107870,actor,
tt1136608,3,nm2271261,actor,
tt1136608,4,nm1410076,actress,
tt1136608,5,nm0088955,director,
tt1136608,6,nm2833612,writer,written by
tt1136608,7,nm0192254,producer,producer
tt1136608,8,nm0001392,producer,producer
tt1136608,9,nm0795141,composer,
tt1139328,10,nm0248997,cinematographer,director of photography
tt1139328,1,nm0000191,actor,
tt1139328,2,nm0000112,actor,
tt1139328,3,nm0931404,actress,
tt1139328,4,nm1256532,actor,
tt1139328,5,nm0000591,director,
tt1139328,6,nm0365249,writer,screenplay
tt1139328,7,nm0071452,producer,producer
tt1139328,8,nm0764963,producer,producer
tt1139328,9,nm0006035,composer,
tt1139797,10,nm0887227,cinematographer,
tt1139797,1,nm2968765,actor,
tt1139797,2,nm2968351,actress,
tt1139797,3,nm0706537,actor,
tt1139797,4,nm0196928,actor,
tt1139797,5,nm0019247,director,
tt1139797,6,nm0512137,writer,screenplay
tt1139797,7,nm2587167,producer,producer
tt1139797,8,nm0635409,producer,producer
tt1139797,9,nm0845542,composer,
tt1142977,10,nm2440000,cinematographer,director of photography
tt1142977,1,nm0000213,actress,
tt1142977,2,nm0001573,actress,
tt1142977,3,nm0001737,actor,
tt1142977,4,nm0001445,actor,
tt1142977,5,nm0000318,director,
tt1142977,6,nm0728125,writer,
tt1142977,7,nm0041864,writer,screenplay
tt1142977,8,nm0007831,producer,producer
tt1142977,9,nm0000384,composer,
tt1142988,10,nm0524342,producer,producer
tt1142988,1,nm0001337,actress,
tt1142988,2,nm0124930,actor,
tt1142988,3,nm0877430,actress,
tt1142988,4,nm0935721,actor,
tt1142988,5,nm0525659,director,
tt1142988,6,nm2946831,writer,screenplay
tt1142988,7,nm0527581,writer,screenplay
tt1142988,8,nm0809006,writer,screenplay
tt1142988,9,nm2907292,producer,producer
tt1144884,10,nm0003911,composer,
tt1144884,1,nm1214657,actor,
tt1144884,2,nm0020739,actress,
tt1144884,3,nm0278767,actor,
tt1144884,4,nm2092545,actor,
tt1144884,5,nm0254786,director,
tt1144884,6,nm0107774,writer,written by
tt1144884,7,nm0714695,writer,characters
tt1144884,8,nm0675013,producer,producer
tt1144884,9,nm0956015,producer,producer
tt1148204,10,nm1206265,producer,producer
tt1148204,1,nm0267812,actress,
tt1148204,2,nm0765597,actor,
tt1148204,3,nm2265157,actress,
tt1148204,4,nm0001634,actress,
tt1148204,5,nm1429471,director,
tt1148204,6,nm0424901,writer,screenplay
tt1148204,7,nm2858852,writer,story
tt1148204,8,nm2248832,producer,producer
tt1148204,9,nm0000138,producer,producer
tt1152836,10,nm0006106,composer,
tt1152836,1,nm0000288,actor,
tt1152836,2,nm0000136,actor,
tt1152836,3,nm0831601,actor,
tt1152836,4,nm0164809,actor,
tt1152836,5,nm0000520,director,
tt1152836,6,nm0072032,writer,screenplay
tt1152836,7,nm0081189,writer,screenplay
tt1152836,8,nm0123174,writer,"book ""Public Enemies: America's Greatest Crime Wave and the Birth of the FBI, 1933-34"""
tt1152836,9,nm0592746,producer,producer
tt1155056,10,nm0449820,editor,
tt1155056,1,nm0748620,actor,
tt1155056,2,nm0781981,actor,
tt1155056,3,nm0429069,actress,
tt1155056,4,nm1901220,actress,
tt1155056,5,nm0357453,director,
tt1155056,6,nm0505648,writer,screenplay
tt1155056,7,nm0209773,producer,producer
tt1155056,8,nm0788640,composer,
tt1155056,9,nm0003394,cinematographer,director of photography
tt1155076,10,nm0000226,producer,producer
tt1155076,1,nm0000329,actor,
tt1155076,2,nm1535523,actor,
tt1155076,3,nm0378245,actress,
tt1155076,4,nm3924219,actress,
tt1155076,5,nm0958969,director,
tt1155076,6,nm0614050,writer,screenplay
tt1155076,7,nm0436543,writer,story
tt1155076,8,nm0489876,producer,producer
tt1155076,9,nm0000586,producer,producer
tt1156398,10,nm0095272,cinematographer,director of photography
tt1156398,1,nm0251986,actor,
tt1156398,2,nm1297015,actress,
tt1156398,3,nm0000437,actor,
tt1156398,4,nm1113550,actress,
tt1156398,5,nm0281508,director,
tt1156398,6,nm1014201,writer,written by
tt1156398,7,nm1116660,writer,written by
tt1156398,8,nm0689780,producer,producer
tt1156398,9,nm2867565,composer,
tt1160419,10,nm0135847,producer,producer
tt1160419,1,nm3154303,actor,
tt1160419,2,nm0272581,actress,
tt1160419,3,nm3918035,actress,
tt1160419,4,nm1209966,actor,
tt1160419,5,nm0898288,director,
tt1160419,6,nm3123612,writer,screenplay by
tt1160419,7,nm0744839,writer,screenplay by
tt1160419,8,nm0378541,writer,based on the novel Dune written by
tt1160419,9,nm1212547,producer,producer
tt1170358,10,nm0192254,producer,producer
tt1170358,1,nm0005212,actor,
tt1170358,2,nm0293509,actor,
tt1170358,3,nm0035514,actor,
tt1170358,4,nm0832792,actor,
tt1170358,5,nm0001392,director,
tt1170358,6,nm0909638,writer,screenplay
tt1170358,7,nm0101991,writer,screenplay
tt1170358,8,nm0868219,writer,screenplay
tt1170358,9,nm0866058,writer,"novel ""The Hobbit"""
tt1172570,10,nm0809040,cinematographer,director of photography
tt1172570,1,nm0362766,actor,
tt1172570,2,nm1433549,actress,
tt1172570,3,nm1568589,actor,
tt1172570,4,nm3032715,actress,
tt1172570,5,nm0716347,director,
tt1172570,6,nm0635431,writer,screenplay
tt1172570,7,nm2929774,producer,producer
tt1172570,8,nm0696486,producer,producer
tt1172570,9,nm5710807,composer,
tt1174732,10,nm1232266,composer,
tt1174732,1,nm1659547,actress,
tt1174732,2,nm0765597,actor,
tt1174732,3,nm0000547,actor,
tt1174732,4,nm0931404,actress,
tt1174732,5,nm0771054,director,
tt1174732,6,nm2902972,writer,memoir
tt1174732,7,nm0394984,writer,screenplay
tt1174732,8,nm0245493,producer,producer
tt1174732,9,nm0692656,producer,producer
tt1179034,10,nm0009142,cinematographer,director of photography
tt1179034,1,nm0000237,actor,
tt1179034,2,nm0001667,actor,
tt1179034,3,nm0810738,actress,
tt1179034,4,nm0243983,actor,
tt1179034,5,nm0603628,director,
tt1179034,6,nm0367867,writer,screenplay
tt1179034,7,nm0000108,writer,story
tt1179034,8,nm2272572,producer,producer
tt1179034,9,nm1384267,composer,
tt1179904,1,nm2209370,actress,
tt1179904,2,nm2913790,actor,
tt1179904,3,nm2104166,actor,
tt1179904,4,nm2910808,actress,
tt1179904,5,nm2305431,director,
tt1179904,6,nm0089658,producer,producer
tt1179933,10,nm6618222,producer,producer
tt1179933,1,nm0000422,actor,
tt1179933,2,nm0935541,actress,
tt1179933,3,nm0302330,actor,
tt1179933,4,nm0341174,actor,
tt1179933,5,nm0870469,director,
tt1179933,6,nm1061091,writer,screenplay by
tt1179933,7,nm1173295,writer,screenplay by
tt1179933,8,nm3227090,writer,screenplay by
tt1179933,9,nm0009190,producer,producer
tt1182345,10,nm2134910,cinematographer,director of photography
tt1182345,1,nm0005377,actor,
tt1182345,2,nm0000228,actor,
tt1182345,3,nm1069800,actress,
tt1182345,4,nm3675884,actress,
tt1182345,5,nm1512910,director,
tt1182345,6,nm2914162,writer,written by
tt1182345,7,nm1568035,producer,producer
tt1182345,8,nm0836548,producer,producer
tt1182345,9,nm0543739,composer,
tt1187043,10,nm3760517,composer,
tt1187043,1,nm0451148,actor,
tt1187043,2,nm0534856,actor,
tt1187043,3,nm1587175,actress,
tt1187043,4,nm0430817,actor,
tt1187043,5,nm0386246,director,
tt1187043,6,nm0430785,writer,screenplay
tt1187043,7,nm0006765,writer,screenplay associate
tt1187043,8,nm2746459,writer,"novel ""Five Point Someone"""
tt1187043,9,nm0596240,composer,
tt1187064,10,nm1338122,cinematographer,director of photography
tt1187064,1,nm0313534,actress,
tt1187064,2,nm3620280,actor,
tt1187064,3,nm3815288,actor,
tt1187064,4,nm1168915,actor,
tt1187064,5,nm1247462,director,
tt1187064,6,nm0047787,producer,producer
tt1187064,7,nm0113244,producer,producer
tt1187064,8,nm1129502,producer,producer
tt1187064,9,nm0378194,composer,
tt1188729,10,nm0110042,composer,
tt1188729,1,nm0000598,actor,
tt1188729,2,nm0004936,actor,
tt1188729,3,nm1544217,actor,
tt1188729,4,nm1662644,actress,
tt1188729,5,nm0023355,director,
tt1188729,6,nm0589871,writer,screenplay
tt1188729,7,nm0027271,producer,producer
tt1188729,8,nm0093337,producer,producer
tt1188729,9,nm0474709,producer,producer
tt1188996,10,nm0536708,composer,
tt1188996,1,nm0451321,actor,
tt1188996,2,nm0004418,actress,
tt1188996,3,nm2974366,actress,
tt1188996,4,nm1995953,actress,
tt1188996,5,nm0424103,director,
tt1188996,6,nm2042791,writer,story and screenplay
tt1188996,7,nm1145539,writer,dialogue
tt1188996,8,nm0424101,producer,producer
tt1188996,9,nm0451215,producer,producer
tt1189073,10,nm0003900,cinematographer,director of photography
tt1189073,1,nm0000104,actor,
tt1189073,2,nm0025745,actress,
tt1189073,3,nm1693432,actor,
tt1189073,4,nm0004650,actress,
tt1189073,5,nm0000264,director,
tt1189073,6,nm0021948,writer,with the collaboration of
tt1189073,7,nm0429617,writer,"based on the novel: ""Mygale"""
tt1189073,8,nm0306088,producer,producer
tt1189073,9,nm0407076,composer,
tt1189340,10,nm0742347,producer,producer
tt1189340,1,nm0000190,actor,
tt1189340,2,nm0000673,actress,
tt1189340,3,nm0000202,actor,
tt1189340,4,nm0000513,actor,
tt1189340,5,nm1026778,director,
tt1189340,6,nm0738908,writer,screenplay
tt1189340,7,nm0175093,writer,novel
tt1189340,8,nm0454004,producer,producer
tt1189340,9,nm0524342,producer,producer
tt1190080,10,nm0005871,cinematographer,director of photography
tt1190080,1,nm0000131,actor,
tt1190080,2,nm0628601,actress,
tt1190080,3,nm0252230,actor,
tt1190080,4,nm0001605,actress,
tt1190080,5,nm0000386,director,
tt1190080,6,nm0460057,writer,written by
tt1190080,7,nm0290581,producer,producer
tt1190080,8,nm0330428,producer,producer
tt1190080,9,nm0911173,composer,
tt1192628,10,nm0001877,composer,
tt1192628,1,nm0000136,actor,
tt1192628,2,nm0279545,actress,
tt1192628,3,nm0648249,actor,
tt1192628,4,nm1113550,actress,
tt1192628,5,nm0893659,director,
tt1192628,6,nm0517589,writer,written by
tt1192628,7,nm0126096,writer,story
tt1192628,8,nm0137811,producer,producer
tt1192628,9,nm0454752,producer,producer
tt1193138,10,nm0718645,producer,producer
tt1193138,1,nm0000123,actor,
tt1193138,2,nm0267812,actress,
tt1193138,3,nm0447695,actress,
tt1193138,4,nm0000867,actor,
tt1193138,5,nm0718646,director,
tt1193138,6,nm1174529,writer,novel
tt1193138,7,nm1417242,writer,screenplay
tt1193138,8,nm0166641,producer,producer
tt1193138,9,nm0239277,producer,producer
tt1194173,10,nm1643824,producer,producer
tt1194173,1,nm0719637,actor,
tt1194173,2,nm0001838,actress,
tt1194173,3,nm0001570,actor,
tt1194173,4,nm0001277,actor,
tt1194173,5,nm0006904,director,
tt1194173,6,nm0319659,writer,screenplay
tt1194173,7,nm0524924,writer,"inspired by ""The Bourne Series"" created by"
tt1194173,8,nm0189777,producer,producer
tt1194173,9,nm0550881,producer,producer
tt1197624,10,nm2229304,producer,producer
tt1197624,1,nm0124930,actor,
tt1197624,2,nm0004937,actor,
tt1197624,3,nm0004753,actress,
tt1197624,4,nm0000538,actor,
tt1197624,5,nm0336620,director,
tt1197624,6,nm0934483,writer,written by
tt1197624,7,nm0287946,producer,producer
tt1197624,8,nm1247584,producer,producer
tt1197624,9,nm0441830,producer,producer
tt1201167,10,nm0001405,cinematographer,director of photography
tt1201167,1,nm0001191,actor,
tt1201167,2,nm0736622,actor,
tt1201167,3,nm0005182,actress,
tt1201167,4,nm0051509,actor,
tt1201167,5,nm0031976,director,
tt1201167,6,nm0578814,producer,producer
tt1201167,7,nm0870106,producer,producer
tt1201167,8,nm0028787,composer,
tt1201167,9,nm0005403,composer,
tt1201607,10,nm0006035,composer,
tt1201607,1,nm0705356,actor,
tt1201607,2,nm0914612,actress,
tt1201607,3,nm0342488,actor,
tt1201607,4,nm0002091,actor,
tt1201607,5,nm0946734,director,
tt1201607,6,nm0460141,writer,screenplay
tt1201607,7,nm0746830,writer,"novel ""Harry Potter and the Deathly Hallows"""
tt1201607,8,nm0057655,producer,producer
tt1201607,9,nm0382268,producer,producer
tt1204975,10,nm0548257,producer,producer
tt1204975,1,nm0000134,actor,
tt1204975,2,nm0000140,actor,
tt1204975,3,nm0000151,actor,
tt1204975,4,nm0000177,actor,
tt1204975,5,nm0005509,director,
tt1204975,6,nm1557594,writer,written by
tt1204975,7,nm1616124,producer,producer
tt1204975,8,nm9255008,producer,producer
tt1204975,9,nm0236944,producer,producer
tt1205489,10,nm0828630,composer,
tt1205489,1,nm0000142,actor,
tt1205489,2,nm3057402,actor,
tt1205489,3,nm1542291,actor,
tt1205489,4,nm3115704,actress,
tt1205489,5,nm1010405,writer,screenplay
tt1205489,6,nm3164738,writer,story
tt1205489,7,nm0314088,producer,producer
tt1205489,8,nm0520749,producer,producer
tt1205489,9,nm0247762,composer,
tt1205537,10,nm0626883,producer,producer
tt1205537,1,nm1517976,actor,
tt1205537,2,nm0000126,actor,
tt1205537,3,nm0461136,actress,
tt1205537,4,nm0000110,actor,
tt1205537,5,nm3092414,writer,written by
tt1205537,6,nm0462895,writer,written by
tt1205537,7,nm0002007,writer,based on characters created by
tt1205537,8,nm0057655,producer,producer
tt1205537,9,nm0225146,producer,producer
tt1206543,10,nm1448916,producer,producer
tt1206543,1,nm0000288,actor,
tt1206543,2,nm0000729,actor,
tt1206543,3,nm0757855,actress,
tt1206543,4,nm0000437,actor,
tt1206543,5,nm0178376,director,
tt1206543,6,nm2145487,writer,written by
tt1206543,7,nm1545611,producer,producer
tt1206543,8,nm2248832,producer,producer
tt1206543,9,nm0000138,producer,producer
tt1210166,10,nm0006894,producer,producer
tt1210166,1,nm0000093,actor,
tt1210166,2,nm0000705,actress,
tt1210166,3,nm1706767,actor,
tt1210166,4,nm0000450,actor,
tt1210166,5,nm0587955,director,
tt1210166,6,nm0001873,writer,screenplay
tt1210166,7,nm0815070,writer,screenplay
tt1210166,8,nm3133181,writer,story
tt1210166,9,nm1034122,writer,"book ""Moneyball: The Art of Winning an Unfair Game"""
tt1210819,10,nm0001877,composer,
tt1210819,1,nm0000136,actor,
tt1210819,2,nm2309517,actor,
tt1210819,3,nm0001209,actor,
tt1210819,4,nm0929489,actor,
tt1210819,5,nm0893659,director,
tt1210819,6,nm1244808,writer,screenplay
tt1210819,7,nm0254645,writer,screenplay
tt1210819,8,nm0744429,writer,screenplay
tt1210819,9,nm0000988,producer,producer
tt1211837,10,nm0270559,producer,producer
tt1211837,1,nm1212722,actor,
tt1211837,2,nm0252230,actor,
tt1211837,3,nm1046097,actress,
tt1211837,4,nm0938950,actor,
tt1211837,5,nm0220600,director,
tt1211837,6,nm3123612,writer,written by
tt1211837,7,nm1803036,writer,written by
tt1211837,8,nm0498278,writer,based on the Marvel comics by
tt1211837,9,nm0228492,writer,based on the Marvel comics by
tt1211956,10,nm4185845,producer,producer
tt1211956,1,nm0000230,actor,
tt1211956,2,nm0000216,actor,
